Blank1,Description,Extended Description,Blank2,Item Number,Blank3,Standard Price,List Price,Major category,Minor Category,Weight,Available Quantity,Date Established,PO Date,AvG Lead Time,Image ,Drop Ship Status,Active,Product Length ,Product Width,Product Height,Shipping Length ,Shipping Width ,Shipping Height,Item Weight,Item Net Weight,UPC Code,HCPC Code,MAP Price,Country Of Origin,Product Group (item),Plus Freight,Images,Images,Images,Images,Images,Images,Images,Images,Images,Images
,Wheelchair Back Cushion 16x17  General Use  w/Lumbar Support,Improves seating posture while providing back support and comfort * Conforms to provide support to the lumbar region * Sealed liner protects foam core from moisture * The stabilization board secured on back of foam core prevents hammocking in sling-back wheelchairs * Has a non-slip vinyl back to prevent the cushion from sliding * Weight Capacity: 300 lbs * 18 Month Limited Warranty on cover and cushion* HCPCS Suggested Code: E2611,,14906,,21.35,38.82,Wheelchairs & Accessories,Cushions - Foam,3.000,8,12/28/2012,12/31/2099,9,14906.jpg,N,Y,17,18,3,0,0,0,3,0,822383211138,,,,,N,14906.jpg,https://interlink.completemedical.com/usrimage/14906.jpg,https://interlink.completemedical.com/usrimage/14906-2.jpg,,,,,,,
,Soft Touch Post Op Shoe Pediatric  10 - 1,This economically priced semi-rigid post op shoe is ideal for the sensitive foot * A soft cotton-poly blend breathable upper will keep your patient both cool and comfortable * The hook and loop closure provides even tension and compression * The reinforced heel counter provides additional comfort and support for your patient * The black TPR outsole is flared in the heel area to provide better medial/lateral stability * The outsole has the famous Health Design notch to give it a more shoe-like profile * Ideal for use following surgery  as well as for post trauma  dislocations  burns and the foot sensitive patient,,1491A,,7.70,14.02,Foot Care,Post-Op Healing Shoes,0.000,27,01/29/2019,12/31/2099,8,1491A.jpg,N,Y,0,0,0,0,0,0,0,0,,,,,,N,1491A.jpg,https://interlink.completemedical.com/usrimage/1491A.jpg,,,,,,,,
,Soft Touch Post Op Shoe Women's Small  4 - 6,This economically priced semi-rigid post op shoe is ideal for the sensitive foot * A soft cotton-poly blend breathable upper will keep your patient both cool and comfortable * The hook and loop closure provides even tension and compression * The reinforced heel counter provides additional comfort and support for your patient * The black TPR outsole is flared in the heel area to provide better medial/lateral stability * The outsole has the famous Health Design notch to give it a more shoe-like profile * Ideal for use following surgery  as well as for post trauma  dislocations  burns and the foot sensitive patient,,1491B,,7.70,14.02,Foot Care,Post-Op Healing Shoes,0.000,19,01/29/2019,12/31/2099,10,1491B.jpg,N,Y,0,0,0,0,0,0,0,0,,,,,,N,1491B.jpg,https://interlink.completemedical.com/usrimage/1491B.jpg,,,,,,,,
,Soft Touch Post Op Shoe Women's Medium  6.5 - 8,This economically priced semi-rigid post op shoe is ideal for the sensitive foot * A soft cotton-poly blend breathable upper will keep your patient both cool and comfortable * The hook and loop closure provides even tension and compression * The reinforced heel counter provides additional comfort and support for your patient * The black TPR outsole is flared in the heel area to provide better medial/lateral stability * The outsole has the famous Health Design notch to give it a more shoe-like profile * Ideal for use following surgery  as well as for post trauma  dislocations  burns and the foot sensitive patient,,1491C,,7.70,14.02,Foot Care,Post-Op Healing Shoes,0.000,15,01/29/2019,12/31/2099,7,1491C.jpg,N,Y,0,0,0,0,0,0,0,0,,,,,,N,1491C.jpg,https://interlink.completemedical.com/usrimage/1491C.jpg,,,,,,,,
,Soft Touch Post Op Shoe Women's Large  8.5 - 10,This economically priced semi-rigid post op shoe is ideal for the sensitive foot * A soft cotton-poly blend breathable upper will keep your patient both cool and comfortable * The hook and loop closure provides even tension and compression * The reinforced heel counter provides additional comfort and support for your patient * The black TPR outsole is flared in the heel area to provide better medial/lateral stability * The outsole has the famous Health Design notch to give it a more shoe-like profile * Ideal for use following surgery  as well as for post trauma  dislocations  burns and the foot sensitive patient,,1491D,,7.70,14.02,Foot Care,Post-Op Healing Shoes,0.000,32,01/29/2019,12/31/2099,7,1491D.jpg,N,Y,0,0,0,0,0,0,0,0,,,,,,N,1491D.jpg,https://interlink.completemedical.com/usrimage/1491D.jpg,,,,,,,,
,Soft Touch Post Op Shoe Men's Small   6 - 8,This economically priced semi-rigid post op shoe is ideal for the sensitive foot * A soft cotton-poly blend breathable upper will keep your patient both cool and comfortable * The hook and loop closure provides even tension and compression * The reinforced heel counter provides additional comfort and support for your patient * The black TPR outsole is flared in the heel area to provide better medial/lateral stability * The outsole has the famous Health Design notch to give it a more shoe-like profile * Ideal for use following surgery  as well as for post trauma  dislocations  burns and the foot sensitive patient,,1491E,,7.70,14.02,Foot Care,Post-Op Healing Shoes,0.000,35,01/29/2019,12/31/2099,9,1491E.jpg,N,Y,0,0,0,0,0,0,0,0,,,,,,N,1491E.jpg,https://interlink.completemedical.com/usrimage/1491E.jpg,,,,,,,,
,Soft Touch Post Op Shoe Men's Medium   8.5 - 10,This economically priced semi-rigid post op shoe is ideal for the sensitive foot * A soft cotton-poly blend breathable upper will keep your patient both cool and comfortable * The hook and loop closure provides even tension and compression * The reinforced heel counter provides additional comfort and support for your patient * The black TPR outsole is flared in the heel area to provide better medial/lateral stability * The outsole has the famous Health Design notch to give it a more shoe-like profile * Ideal for use following surgery  as well as for post trauma  dislocations  burns and the foot sensitive patient,,1491F,,7.70,14.02,Foot Care,Post-Op Healing Shoes,0.000,17,01/29/2019,12/31/2099,7,1491F.jpg,N,Y,0,0,0,0,0,0,0,0,,,,,,N,1491F.jpg,https://interlink.completemedical.com/usrimage/1491F.jpg,,,,,,,,
,Soft Touch Post Op Shoe Men's Large  10.5 - 12,This economically priced semi-rigid post op shoe is ideal for the sensitive foot * A soft cotton-poly blend breathable upper will keep your patient both cool and comfortable * The hook and loop closure provides even tension and compression * The reinforced heel counter provides additional comfort and support for your patient * The black TPR outsole is flared in the heel area to provide better medial/lateral stability * The outsole has the famous Health Design notch to give it a more shoe-like profile * Ideal for use following surgery  as well as for post trauma  dislocations  burns and the foot sensitive patient,,1491G,,7.70,14.02,Foot Care,Post-Op Healing Shoes,0.000,15,01/29/2019,12/31/2099,10,1491G.jpg,N,Y,0,0,0,0,0,0,0,0,,,,,,N,1491G.jpg,https://interlink.completemedical.com/usrimage/1491G.jpg,,,,,,,,
,Soft Touch Post Op Shoe Men's X-Large   12.5 - 14,This economically priced semi-rigid post op shoe is ideal for the sensitive foot * A soft cotton-poly blend breathable upper will keep your patient both cool and comfortable * The hook and loop closure provides even tension and compression * The reinforced heel counter provides additional comfort and support for your patient * The black TPR outsole is flared in the heel area to provide better medial/lateral stability * The outsole has the famous Health Design notch to give it a more shoe-like profile * Ideal for use following surgery  as well as for post trauma  dislocations  burns and the foot sensitive patient,,1491H,,7.70,14.02,Foot Care,Post-Op Healing Shoes,0.000,30,01/29/2019,12/31/2099,8,1491H.jpg,N,Y,0,0,0,0,0,0,0,0,,,,,,N,1491H.jpg,https://interlink.completemedical.com/usrimage/1491H.jpg,,,,,,,,
,Wheelchair Back Cushion 20x17  General Use  w/Lumbar Support,Improves seating posture while providing back support and comfort * Durable masonite board sercured on back of foam core prevents hammocking in sling-back wheelchairs * Conforms to provide support to the lumbar region * Sealed liner protects foam core from moisture * Has a non-slip vinyl back to prevent the cushion from sliding * Weight Capacity: 300 lbs. * Limited 18 Month Limited Warranty on cover and cushion * Compare to Jay Basic Back *,,14920,,26.29,47.81,Wheelchairs & Accessories,Cushions - Hard Seat & Back,4.100,7,12/05/2012,12/31/2099,8,14920.jpg,S,Y,21,20,4,0,0,0,4.1,0,822383264332,,,,,Y,14920.jpg,https://interlink.completemedical.com/usrimage/14920.jpg,https://interlink.completemedical.com/usrimage/14920-2.jpg,,,,,,,
,Body Armor Cast Shoe  X-Small,WOMENS X-Small 3-5 (see sizing guide image) * The new design features sturdier low profile buttons  a more secure locking mechanism  a stronger bungee system  and a redesigned body that better adapts to the foot * EVA Unibody Design provides unparalleled shock absorption while protecting the cast from the elements.* Unique Bungee Closure System is easy to use  easy to adjust and effectively secures the cast in the shoe.* Built in Toe Guard protects the toes and prevents debris from entering the toe area * Style that sets it apart; Function that puts it in a class of its own.* Five Sizes to accommodate any foot  while reducing inventory.* Suggested Code: L3260 * For cast protection and bulky bandage protection *,,14995A,,14.30,25.99,Foot Care,Cast Boots,0.360,0,01/04/2009,12/31/2099,9,14995a-2.jpg,N,Y,10,4,5,0,0,0,.36,0,609271889255,,,,,N,14995a-2.jpg,https://interlink.completemedical.com/usrimage/14995a-2.jpg,https://interlink.completemedical.com/usrimage/14995A-4.JPG,https://interlink.completemedical.com/usrimage/14995A-5.JPG,,,,,,
,Body Armor Cast Shoe  Small,WOMENS Small  5.5-8 * The new design features sturdier low profile buttons  a more secure locking mechanism  a stronger bungee system  and a redesigned body that better adapts to the foot * EVA Unibody Design provides unparalleled shock absorption while protecting the cast from the elements.* Unique Bungee Closure System is easy to use  easy to adjust and effectively secures the cast in the shoe.* Built in Toe Guard protects the toes and prevents debris from entering the toe area * Style that sets it apart; Function that puts it in a class of its own.* Five Sizes to accommodate any foot  while reducing inventory.* Suggested Code: L3260 * For cast protection and bulky bandage protection *,,14995B,,14.30,25.99,Foot Care,Cast Boots,0.400,28,01/04/2009,12/31/2099,8,14995a-2.jpg,N,Y,10,5,5,0,0,0,.4,0,609271889859,,,,,N,14995A-2.JPG,https://interlink.completemedical.com/usrimage/14995a-2.jpg,https://interlink.completemedical.com/usrimage/14995A-4.JPG,https://interlink.completemedical.com/usrimage/14995A-5.JPG,,,,,,
,Body Armor Cast Shoe  Medium,WOMENS 8.5-10 * MENS 6-8 * The new design features sturdier low profile buttons  a more secure locking mechanism  a stronger bungee system  and a redesigned body that better adapts to the foot * EVA Unibody Design provides unparalleled shock absorption while protecting the cast from the elements.* Unique Bungee Closure System is easy to use  easy to adjust and effectively secures the cast in the shoe.* Built in Toe Guard protects the toes and prevents debris from entering the toe area * Style that sets it apart; Function that puts it in a class of its own.* Five Sizes to accommodate any foot  while reducing inventory.* Suggested Code: L3260 * For cast protection and bulky bandage protection *,,14995C,,14.30,25.99,Foot Care,Cast Boots,0.600,30,01/04/2009,12/31/2099,7,14995a-2.jpg,N,Y,13,5,6,0,0,0,.6,0,609271889354,,,,,N,14995A-2.JPG,https://interlink.completemedical.com/usrimage/14995a-2.jpg,https://interlink.completemedical.com/usrimage/14995A-4.JPG,https://interlink.completemedical.com/usrimage/14995A-5.JPG,,,,,,
,Body Armor Cast Shoe  Large,WOMENS LARGE 10.5-13  * 8.5-11 * The new design features sturdier low profile buttons  a more secure locking mechanism  a stronger bungee system  and a redesigned body that better adapts to the foot * EVA Unibody Design provides unparalleled shock absorption while protecting the cast from the elements.* Unique Bungee Closure System is easy to use  easy to adjust and effectively secures the cast in the shoe.* Built in Toe Guard protects the toes and prevents debris from entering the toe area * Style that sets it apart; Function that puts it in a class of its own.* Five Sizes to accommodate any foot  while reducing inventory.* Suggested Code: L3260 * For cast protection and bulky bandage protection *,,14995D,,14.30,25.99,Foot Care,Cast Boots,0.600,22,01/04/2009,12/31/2099,9,14995a-2.jpg,N,Y,13,6,6,0,0,0,.6,0,609271889958,,,,,N,14995A-2.JPG,https://interlink.completemedical.com/usrimage/14995a-2.jpg,https://interlink.completemedical.com/usrimage/14995A-4.JPG,https://interlink.completemedical.com/usrimage/14995A-5.JPG,,,,,,
,FX Pro Walker Low X- Small M 2-4.5  W 3.5-6,LOW BOOT * X- SMALL: Men  2 - 4.5  Women 3.5 - 6  Classic Black *The DARCO FX Pro is the lowest profile walker on the market and easily matches the heel height of most shoes * Low profile eliminates height difference between walker and normal shoe without altering gait and reducing hip and knee pain * ItÊs Super-Light  weighing in at less than 2lbs and provides the ultimate cost effective solution * Maximum performance for minimum pricing equals VALUE! DonÊt confuse the FX Pro with so-called discount walkers that only offer a low price * Padded liner is ventilated which promotes air circulation and aids in keeping the lower leg cool and comfortable *  Anatomically contoured spatula stirrups immobilize the ankle comfortably *  Pressure moldable  shock absorbing insole conforms to the foot for maximum comfort *  HCPCS Suggested Code: L4386,,14996A,,43.84,79.70,Foot Care,Cam Walkers/ Foot Walkers,1.200,11,09/12/2006,12/31/2099,10,14996a.jpg,N,Y,9,5,9,0,0,0,1.2,0,609271769052,L4386,,,,Y,,https://interlink.completemedical.com/usrimage/14996a.jpg,,,,,,,,
,FX Pro Walker Low Small M 5-7.5  W 6.5-9,LOW BOOT * SMALL: Men  5 - 7.5  Women 6.5 - 9  Classic Black * *The DARCO FX Pro is the lowest profile walker on the market and easily matches the heel height of most shoes * Low profile eliminates height difference between walker and normal shoe without altering gait and reducing hip and knee pain * ItÊs Super-Light  weighing in at less than 2lbs and provides the ultimate cost effective solution * Maximum performance for minimum pricing equals VALUE! DonÊt confuse the FX Pro with so-called discount walkers that only offer a low price * Padded liner is ventilated which promotes air circulation and aids in keeping the lower leg cool and comfortable *  Anatomically contoured spatula stirrups immobilize the ankle comfortably *  Pressure moldable  shock absorbing insole conforms to the foot for maximum comfort *  HCPCS Suggested Code: L4386,,14996B,,43.84,79.70,Foot Care,Cam Walkers/ Foot Walkers,1.600,10,09/12/2006,12/31/2099,9,14996a.jpg,S,Y,10,6,10,0,0,0,1.6,0,609271769151,L4386,,,,Y,,https://interlink.completemedical.com/usrimage/14996a.jpg,,,,,,,,
,FX Pro Walker Low Medium M 8-10.5  W 9.5-12,LOW BOOT * Medium: Men  8 -  10.5  Women 9.5 - 12  Classic Black *The DARCO FX Pro is the lowest profile walker on the market and easily matches the heel height of most shoes * Low profile eliminates height difference between walker and normal shoe without altering gait and reducing hip and knee pain * ItÊs Super-Light  weighing in at less than 2lbs and provides the ultimate cost effective solution * Maximum performance for minimum pricing equals VALUE! DonÊt confuse the FX Pro with so-called discount walkers that only offer a low price * Padded liner is ventilated which promotes air circulation and aids in keeping the lower leg cool and comfortable *  Anatomically contoured spatula stirrups immobilize the ankle comfortably *  Pressure moldable  shock absorbing insole conforms to the foot for maximum comfort *  HCPCS Suggested Code: L4386,,14996C,,43.84,79.70,Foot Care,Cam Walkers/ Foot Walkers,1.600,5,09/12/2006,12/31/2099,11,14996a.jpg,N,Y,12,5,10,0,0,0,1.6,0,609271769250,L4386,,,,Y,,https://interlink.completemedical.com/usrimage/14996a.jpg,,,,,,,,
,FX Pro Walker Low Large M 11-13  W 12.5-15,LOW BOOT * Large: Men  11 - 13  Women 12.5 - 15  Classic Black * *The DARCO FX Pro is the lowest profile walker on the market and easily matches the heel height of most shoes * Low profile eliminates height difference between walker and normal shoe without altering gait and reducing hip and knee pain * ItÊs Super-Light  weighing in at less than 2lbs and provides the ultimate cost effective solution * Maximum performance for minimum pricing equals VALUE! DonÊt confuse the FX Pro with so-called discount walkers that only offer a low price * Padded liner is ventilated which promotes air circulation and aids in keeping the lower leg cool and comfortable *  Anatomically contoured spatula stirrups immobilize the ankle comfortably *  Pressure moldable  shock absorbing insole conforms to the foot for maximum comfort *  HCPCS Suggested Code: L4386,,14996D,,43.84,79.70,Foot Care,Cam Walkers/ Foot Walkers,1.800,3,09/12/2006,12/31/2099,11,14996a.jpg,N,Y,12,6,10,0,0,0,1.8,0,609271769359,L4386,,,,Y,,https://interlink.completemedical.com/usrimage/14996a.jpg,,,,,,,,
